Controladoria - D.R.E - Resultado Geral Da Empresa 2;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15
 ;( - ) Despesas com Utilidades;115.878,77;0,90%;124.100,83;0,90%;123.878,56;0,88%;-222,27;-0,2%;123.878,56;0,88%;1.182,50;0,003;125.061,06;0,89%;
 ;( - ) Despesas Manutenção;63.948,79;0,50%;61.757,05;0,45%;127.776,79;0,90%;66.019,74;106,9%;127.776,79;0,90%;0,00;0;127.776,79;0,91%;
 ;( - ) Despesas Informática (T.I.);60.270,18;0,47%;68.263,37;0,50%;74.681,59;0,53%;6.418,22;9,4%;74.681,59;0,53%;0,00;0;74.681,59;0,53%;
 ;( - ) Despesas Honorarios Terceiros;32.703,13;0,25%;51.417,03;0,37%;55.519,08;0,39%;4.102,05;8,0%;55.519,08;0,39%;0,00;0;55.519,08;0,39%;
 ;( - ) Despesas Material Expediente;34.505,69;0,27%;22.741,61;0,17%;35.991,43;0,25%;13.249,82;58,3%;35.991,43;0,25%;0,00;0;35.991,43;0,26%;
 ;( - ) Despesas de Marketing;95.288,81;0,74%;90.424,16;0,66%;81.779,56;0,58%;-8.644,60;-9,6%;81.779,56;0,58%;0,00;0;81.779,56;0,58%;
 ;( - ) Despesas com Veiculos;20.978,08;0,16%;15.061,26;0,11%;35.398,58;0,25%;20.337,32;135,0%;35.398,58;0,25%;228,80;0,0006;35.627,38;0,25%;
 ;( - ) Alugueis;161.338,41;1,26%;111.776,15;0,81%;110.825,07;0,78%;-951,08;-0,9%;110.825,07;0,78%;108.062,00;0,2699;108.062,00;1,55%;
 ;( - ) Despesas Gerais;3.682,51;0,34%;22.214,06;0,16%;25.889,43;0,18%;3.675,37;16,5%;25.889,43;0,18%;0,00;0;25.889,43;0,12%;
 ;( +) Outras Receitas;43.202,54;0,34%;24.767,28;0,18%;66.365,58;0,47%;41.598,30;168,0%;66.365,58;0,47%;5,40;0;66.370,98;0,47%;
 ;( +) Bonificação Recebidas;165.120,61;1,28%;80.793,10;0,59%;198.109,40;1,40%;117.316,30;145,21;198.109,40;1,40%;0,00;0;198.109,40;1,40%;
 ;DESPESAS OPERACIONAIS;2.389.210,16;18,59%;2.842.462,05;20,66%;2.778.573,66;19,67%;-63.888,39;-2,2%;2.778.573,66;19,67%;121.733,28;0,304;2.789.481,87;19,77%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;EBITDA;1.003.630,79;7,81%;808.414,59;5,87%;1.084.251,15;7,67%;275.836,56;34,1%;1.084.251,15;7,67%;278.645,23;0,696;1.058.175,52;7,50%;
 ;( - ) Depreciação / Amortização;89.959,99;0,70%;96.328,49;0,70%;98.897,34;0,70%;2.568,85;2,7%;98.897,34;0,70%;2.802,65;0,007;101.699,99; ;
 ;EBIT;913.670,80;7,11%;712.086,10;5,17%;985.353,81;6,97%;273.267,71;38,4%;985.353,81;6,97%;275.842,58;0,689;956.475,52;6,78%;
 ;( - ) Resultado Financeiro;70.928,13;0,55%;28.001,12;0,20%;26.338,86;0,00%;-1.662,26;-5,9%;26.338,86;0,19%;1.789,40;0,0045;24.549,46; ;
 ;RESULTADO DO PERIODO;842.742,67;6,56%;684.084,98;4,97%;959.014,95;6,79%;274.929,97;40,2%;959.014,95;6,79%;274.053,18;0,6845;931.926,06;6,60%;
 ;( - ) IRPJ / CSLL;65.534,99;0,51%;58.031,50;0,42%;71.317,37;0,50%;13.285,87;22,9%;71.317,37;0,50%;52.601,50;0,1314;123.918,87; ;
 ;RESULTADO LIQUIDO;777.207,68;6,05%;626.053,48;4,55%;887.697,58;6,28%;261.644,10;41,8%;887.697,58;6,28%;221.451,68;0,5531;808.007,19;5,73%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;DESPESAS NÃO OPERACIONAIS;324.098,83;2,52%;381.314,50;2,77%;400.163,71;2,83%;-18.849,21;4,94%; ; ;117.202,00;0,2927;212.644,84; ;
 ;PRO LABORE TUBERTINO;30.214,20;0,24%;30.098,48;0,22%;36.108,69;0,26;6.010,21;-16,64%; ; ;65.000,00;0,1623;101.108,69; ;
 ;PRO LABORE DIEGO;2.975,55;0,02%;0,00;0,00%;153,50;0,00%;153,50;-100,00%; ; ;0,00;0;153,50; ;
 ;PRO LABORE THIAGO;0,00;0,00%;0,00;0,00%;0,00;0,00%;0,00;-100,00%; ; ;26.101,00;0,0652;26.101,00; ;
 ;PRO LABORE PATRICIA;42.628,71;0,33%;0,00;0,00%;0,00;0,00%;0,00;-100,00%;12.986,00; ;26.101,00;0,0652;26.101,00; ;
 ;PRO LABORE EMPRESA;100,00;0,00%;55.347,02;0,40%;57.505,88;0,41%;2.158,86;-3,75%;1.598.747,35; ;0,00;0;57.505,88; ;
 ;TOTAL;-1.328,25;-0,01%;1.430,00;0,01%;1.674,77;0,01%;244,77;-14,62%;1.585.761,35; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( + ) ENTRADAS;3.500,00;0,03%;2.954,75;0,02%;2.470,05;0,02%;-484,70;19,62%; ; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( - ) RECEBIDOS;4.828,25;0,04%;1.524,75;0,01%;795,28;0,01%;-729,47;91,72%; ; ; ;; ; ;
 ;INVESTIMENTOS REALIZADOS; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;ALUGUÉIS (HOLDING);249.508,62;1,94%;294.439,00;2,14%;304.720,87;2,21%;10.281,87;3,49%; ; ; ;; ; ;
 ;RESULTADO  - LUCRO LIQUIDO;453.108,85;3,53%;244.738,98;1,78%;487.533,87;3,45%; ; ; ; ;104.249,68;0,2604;595.362,35;4,22%;
 ;EMPRESTIMOS E FINANCIAMENTOS;190.314,17;1,48%;207.870,78;1,51%;208.782,32;1,48%; ; ; ; ;1.895,97;;210.678,29; ;
 ;RESULTADO  - APÓS PGTO EMPRESTIMOS;262.794,68;2,04%;36.868,20;0,27%;278.751,55;1,97%; ; ; ; ;102.353,71;;384.684,06; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV FINANCEIRO; ; ;11.095.058,12;78,53%; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Venda Total;4.140.307,42; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto menos 55/80;3.506.731,85; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 80;209.759,29; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 55;177.351,03; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV Devol;31.017,36; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Liquida;3.862.824,81; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
