Controladoria - D.R.E - Resultado Geral Da Empresa 2;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15
 ;CMV Devolução de Vendas;14.426,82;0,10%;9.538,88;0,08%;14.444,58;0,12%;4.905,69;51,43;14.444,58;0,12%;0,00;0;14.444,58;0,12%;
 ;MARGEM DE VENDA;3.861.891,23;27,95%;3.369.516,26;27,22%;3.637.275,65;27,22%;267.759,40;7,9%;3.637.275,65;27,22%;399.480,18;1,0379;3.622.142,26;27,14%;
 ;DESPESAS VARIAVEIS;673.380,24;4,87%;607.913,96;4,91%;641.372,15;4,80%;33.458,19;5,5%;641.372,15;4,80%;0,00;0;641.372,15;4,81%;
 ;( - ) Despesas c/ vendas;178.611,85;1,29%;150.168,18;1,21%;135.047,41;1,01%;-15.120,77;-10,1%;135.047,41;1,01%;0,00;0;135.047,41;1,01%;
 ;( - ) Despesas c/ vendas - Financeiras;149.293,16;1,08%;148.301,92;1,20%;172.306,71;1,29%;24.004,79;16,2%;172.306,71;0,00;0,00;0;172.306,71;1,29%;
 ;( - ) Perdas de Mercadorias;168.245,85;1,22%;133.083,71;1,08%;164.085,07;1,23%;24.574,17;23,29%;164.085,07;1,23%;0,00;0;164.085,07;1,23%;
 ;( - ) Falta de Mercadorias;400.877,89;2,90%;1.373.079,09;11,09%;1.020.320,33;7,64%;-352.758,76;-25,69%;1.020.320,33;7,64%;0,00;0;1.020.320,33;7,65%;
 ;Sobra de Mercadorias;178.215,93;1,29%;219.391,93;1,77%;614.210,61;4,60%;394.818,68;179,96%;614.210,61;4,60%;0,00;0;614.210,61;4,60%;
 ;( - ) PERDAS TOTAL;345.475,23;2,50%;309.443,86;2,50%;334.018,03;2,50%;24.574,17;7,9%;334.018,03;2,50%;0,00;0;334.018,03;2,50%;
 ;MARGEM DE CONTRIBUIÇÃO;3.188.511,00;23,07%;2.761.602,30;22,31%;2.995.903,50;22,42%;234.301,20;8,5%;2.995.903,50;22,42%;399.480,18;1;2.980.770,11;22,34%;
 ;DESPESAS FIXAS;2.191.666,96;15,86%;2.294.057,61;18,53%;2.215.939,41;16,59%;-78.118,20;-3,4%;2.215.939,41;16,59%;64.299,90;0,161;2.169.319,21;16,25%;
 ;( - ) Despesas de Pessoal (Lojas);1.477.096,77;10,69%;1.779.870,73;14,38%;1.748.181,03;13,08%;-31.689,70;-1,8%;1.748.181,03;13,08%;0,00;0;1.748.181,03;13,11%;
 ;( - ) Despesas de Pessoal (Administrativo);137.130,46;0,99%;143,12;0,00%;1.300,00;0,01%;1.156,88;808,33%;1.300,00;0,01%;0,00;0;1.300,00;0,01%;
 ;( - ) Despesas Tributarias;10.424,89;0,08%;11.417,88;0,09%;15.953,61;0,12%;4.535,73;39,7%;15.953,61;0,12%;1.901,20;0,0048;17.854,81;0,13%;
 ;( - ) Despesas com Utilidades;138.021,14;1,00%;171.240,75;1,38%;154.108,72;1,15%;-17.132,03;-10,0%;154.108,72;1,15%;1.010,65;0,0025;155.119,37;1,16%;
 ;( - ) Despesas Manutenção;112.196,39;0,81%;34.576,48;0,28%;58.683,83;0,44%;24.107,35;69,7%;58.683,83;0,44%;0,00;0;58.683,83;0,44%;
 ;( - ) Despesas Informática (T.I.);71.014,33;0,51%;91.132,53;0,74%;42.028,20;0,31%;-49.104,33;-53,9%;42.028,20;0,31%;0,00;0;42.028,20;0,31%;
 ;( - ) Despesas Honorarios Terceiros;17.305,72;0,13%;65.531,25;0,53%;66.820,58;0,50%;1.289,33;2,0%;66.820,58;0,50%;0,00;0;66.820,58;0,50%;
 ;( - ) Despesas Material Expediente;22.995,42;0,17%;21.256,68;0,17%;31.310,15;0,23%;10.053,47;47,3%;31.310,15;0,23%;0,00;0;31.310,15;0,23%;
 ;( - ) Despesas de Marketing;71.677,50;0,52%;56.931,04;0,46%;58.360,03;0,44%;1.428,99;2,5%;58.360,03;0,44%;0,00;0;58.360,03;0,44%;
 ;( - ) Despesas com Veiculos;28.651,96;0,21%;44.073,42;0,36%;18.890,34;0,14%;-25.183,08;-57,1%;18.890,34;0,14%;4.213,85;0,0105;23.104,19;0,17%;
 ;( - ) Alugueis;153.181,00;1,11%;113.361,61;0,92%;110.920,10;0,83%;-2.441,51;-2,2%;110.920,10;0,83%;57.185,00;0,1431;57.185,00;1,26%;
 ;( - ) Despesas Gerais;5.106,86;0,09%;26.110,14;0,21%;23.275,27;0,17%;-2.834,87;-10,9%;23.275,27;0,17%;0,00;0;23.275,27;0,14%;
 ;( +) Outras Receitas;12.955,00;0,09%;81.440,04;0,66%;54.077,37;0,40%;-27.362,67;-33,6%;54.077,37;0,40%;10,80;0;54.088,17;0,41%;
 ;( +) Bonificação Recebidas;40.180,48;0,29%;40.147,98;0,32%;59.815,08;0,45%;19.667,10;48,99;59.815,08;0,45%;0,00;0;59.815,08;0,45%;
 ;DESPESAS OPERACIONAIS;2.865.047,20;20,73%;2.901.971,57;23,45%;2.857.311,56;21,39%;-44.660,01;-1,5%;2.857.311,56;21,39%;64.299,90;0,161;2.810.691,36;21,06%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;EBITDA;996.844,04;7,21%;467.544,69;3,78%;779.964,09;5,84%;312.419,40;66,8%;779.964,09;5,84%;335.180,28;0,839;811.450,90;6,08%;
 ;( - ) Depreciação / Amortização;96.733,06;0,70%;86.644,28;0,70%;93.525,05;0,70%;6.880,77;7,9%;93.525,05;0,70%;2.796,36;0,007;96.321,41; ;
 ;EBIT;900.110,97;6,51%;380.900,41;3,08%;686.439,04;5,14%;305.538,64;80,2%;686.439,04;5,14%;332.383,92;0,832;715.129,49;5,36%;
 ;( - ) Resultado Financeiro;35.516,50;0,26%;24.359,22;0,20%;27.095,14;0,00%;2.735,92;11,2%;27.095,14;0,20%;1.897,27;0,0047;28.992,41; ;
 ;RESULTADO DO PERIODO;864.594,47;6,26%;356.541,19;2,88%;659.343,90;4,93%;302.802,72;84,9%;659.343,90;4,93%;330.486,65;0,8273;686.137,08;5,14%;
 ;( - ) IRPJ / CSLL;57.827,53;0,42%;97.471,46;0,79%;60.073,57;0,45%;-37.397,89;-38,4%;60.073,57;0,45%;56.026,96;0,1402;116.100,53; ;
 ;RESULTADO LIQUIDO;806.766,94;5,84%;259.069,73;2,09%;599.270,33;4,49%;340.200,61;131,3%;599.270,33;4,49%;274.459,69;0,687;570.036,55;4,27%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;DESPESAS NÃO OPERACIONAIS;372.065,23;2,69%;299.068,80;2,42%;323.161,02;2,42%;-24.092,22;8,06%; ; ;154.555,82;0,3869;174.023,36; ;
 ;PRO LABORE TUBERTINO;36.766,88;0,27%;10.312,41;0,08%;12.638,34;0,09;2.325,93;-18,40%; ; ;53.541,84;0,134;66.180,18; ;
 ;PRO LABORE DIEGO;0,00;0,00%;413,35;0,00%;28,80;0,00%;-384,55;1335,24%; ; ;36.008,64;0,0901;36.037,44; ;
 ;PRO LABORE THIAGO;0,00;0,00%;0,00;0,00%;0,00;0,00%;0,00;-100,00%; ; ;32.502,67;0,0814;32.502,67; ;
 ;PRO LABORE PATRICIA;39.158,69;0,28%;0,00;0,00%;0,00;0,00%;0,00;-100,00%;1.300,00; ;32.502,67;0,0814;32.502,67; ;
 ;PRO LABORE EMPRESA;0,00;0,00%;4.337,63;0,04%;4.336,65;0,03%;-0,98;0,02%;1.749.481,03; ;0,00;0;4.336,65; ;
 ;TOTAL;1.409,61;0,01%;6.706,65;0,05%;2.463,75;0,02%;-4.242,90;172,21%;1.748.181,03; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( + ) ENTRADAS;5.280,32;0,04%;9.258,96;0,07%;10.878,14;0,08%;1.619,18;-14,88%; ; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( - ) RECEBIDOS;3.870,71;0,03%;2.552,31;0,02%;8.414,39;0,02%;5.862,08;-69,67%; ; ; ;; ; ;
 ;INVESTIMENTOS REALIZADOS; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;ALUGUÉIS (HOLDING);294.730,05;2,13%;277.298,76;2,24%;303.693,48;2,45%;26.394,72;9,52%; ; ; ;; ; ;
 ;RESULTADO  - LUCRO LIQUIDO;434.701,71;3,15%;-39.999,07;-0,32%;276.109,31;2,07%; ; ; ; ;119.903,87;0,3001;396.013,19;2,97%;
 ;EMPRESTIMOS E FINANCIAMENTOS;205.082,78;1,48%;221.941,66;1,79%;224.654,55;1,68%; ; ; ; ;4.086,19;;228.740,74; ;
 ;RESULTADO  - APÓS PGTO EMPRESTIMOS;229.618,93;1,66%;-261.940,73;-2,12%;51.454,76;0,39%; ; ; ; ;115.817,68;;167.272,45; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV FINANCEIRO; ; ;10.790.415,09;80,76%; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Venda Total;3.921.885,87; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto menos 55/80;3.253.023,62; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 80;226.149,43; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 55;172.547,17; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV Devol;14.444,58; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Liquida;3.637.275,65; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
