Controladoria - D.R.E - Resultado Geral Da Empresa 2;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10;_11;_12;_13;_14;_15
 ;( - ) Perdas de Mercadorias;235.938,63;1,84%;110.837,47;0,71%;117.567,95;0,88%;-57.067,41;6,07%;117.567,95;0,88%;0,00;0;117.567,95;0,88%;
 ;( - ) Falta de Mercadorias;737.227,93;5,75%;307.907,12;1,98%;598.336,11;4,50%;290.428,99;94,32%;598.336,11;4,50%;0,00;0;598.336,11;4,50%;
 ;Sobra de Mercadorias;386.959,42;3,02%;640.321,83;4,11%;282.454,93;2,12%;-357.866,90;-55,89%;282.454,93;2,12%;0,00;0;282.454,93;2,13%;
 ;( - ) PERDAS TOTAL;320.601,24;2,50%;389.573,12;2,50%;332.505,71;2,50%;-57.067,41;-14,6%;332.505,71;2,50%;0,00;0;332.505,71;2,50%;
 ;MARGEM DE CONTRIBUIÇÃO;3.014.661,67;23,51%;3.395.398,53;21,79%;2.980.698,11;22,41%;-414.700,42;-12,2%;2.980.698,11;22,41%;397.771,96;1;2.965.629,42;22,32%;
 ;DESPESAS FIXAS;2.045.385,61;15,95%;2.523.320,46;16,19%;2.213.186,48;16,64%;-310.133,98;-12,3%;2.213.186,48;16,64%;59.362,68;0,1492;2.161.448,33;16,27%;
 ;( - ) Despesas de Pessoal (Lojas);1.436.914,70;11,20%;1.818.248,53;11,67%;1.757.240,86;13,21%;-61.007,67;-3,4%;1.757.240,86;13,21%;0,00;0;1.757.240,86;13,30%;
 ;( - ) Despesas de Pessoal (Administrativo);96.624,75;0,75%;14.152,27;0,09%;9.148,40;0,07%;-5.003,87;-35,36%;9.148,40;0,07%;0,00;0;9.148,40;0,07%;
 ;( - ) Despesas Tributarias;7.482,84;0,06%;17.577,99;0,11%;3.407,95;0,03%;-14.170,04;-80,6%;3.407,95;0,03%;1.763,31;0,0044;5.171,26;0,04%;
 ;( - ) Despesas com Utilidades;131.823,72;1,03%;143.993,04;0,92%;142.134,41;1,07%;-1.858,63;-1,3%;142.134,41;1,07%;552,87;0,0014;142.687,28;1,07%;
 ;( - ) Despesas Manutenção;74.448,23;0,58%;281.274,03;1,81%;63.980,22;0,48%;-217.293,81;-77,3%;63.980,22;0,48%;0,00;0;63.980,22;0,48%;
 ;( - ) Despesas Informática (T.I.);32.071,33;0,25%;83.315,68;0,53%;30.440,44;0,23%;-52.875,24;-63,5%;30.440,44;0,23%;0,00;0;30.440,44;0,23%;
 ;( - ) Despesas Honorarios Terceiros;40.848,71;0,32%;69.329,39;0,44%;59.291,88;0,45%;-10.037,51;-14,5%;59.291,88;0,45%;0,00;0;59.291,88;0,45%;
 ;( - ) Despesas Material Expediente;25.522,59;0,20%;23.386,17;0,15%;22.923,32;0,17%;-462,85;-2,0%;22.923,32;0,17%;0,00;0;22.923,32;0,17%;
 ;( - ) Despesas de Marketing;69.520,84;0,54%;103.363,21;0,66%;76.057,31;0,57%;-27.305,90;-26,4%;76.057,31;0,57%;0,00;0;76.057,31;0,57%;
 ;( - ) Despesas com Veiculos;32.036,98;0,25%;18.026,10;0,12%;21.278,57;0,16%;3.252,47;18,0%;21.278,57;0,16%;287,00;0,0007;21.565,57;0,16%;
 ;( - ) Alugueis;177.181,00;1,38%;105.460,63;0,68%;111.100,83;0,84%;5.640,20;5,3%;111.100,83;0,84%;56.764,00;0,1427;56.764,00;1,26%;
 ;( - ) Despesas Gerais;1.219,44;0,35%;23.782,35;0,15%;26.065,57;0,20%;2.283,22;9,6%;26.065,57;0,20%;0,00;0;26.065,57;0,12%;
 ;( +) Outras Receitas;44.754,50;0,35%;72.475,84;0,47%;42.761,51;0,32%;-29.714,33;-41,0%;42.761,51;0,32%;4,50;0;42.766,01;0,32%;
 ;( +) Bonificação Recebidas;35.555,02;0,28%;106.113,09;0,68%;67.121,77;0,50%;-38.991,32;-36,75;67.121,77;0,50%;0,00;0;67.121,77;0,51%;
 ;DESPESAS OPERACIONAIS;2.632.460,78;20,53%;3.188.909,11;20,46%;2.825.998,03;21,25%;-362.911,08;-11,4%;2.825.998,03;21,25%;59.362,68;0,1492;2.774.259,88;20,88%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;EBITDA;969.276,06;7,56%;872.078,07;5,60%;767.511,63;5,77%;-104.566,44;-12,0%;767.511,63;5,77%;338.409,28;0,8508;804.181,09;6,05%;
 ;( - ) Depreciação / Amortização;89.768,35;0,70%;109.080,47;0,70%;93.101,60;0,70%;-15.978,88;-14,6%;93.101,60;0,70%;2.784,40;0,007;95.886,00; ;
 ;EBIT;879.507,72;6,86%;762.997,60;4,90%;674.410,03;5,07%;-88.587,57;-11,6%;674.410,03;5,07%;335.624,87;0,8438;708.295,09;5,33%;
 ;( - ) Resultado Financeiro;46.871,28;0,37%;155.351,91;1,00%;25.653,76;0,00%;-129.698,15;-83,5%;25.653,76;0,19%;5.524,42;0,0139;31.178,18; ;
 ;RESULTADO DO PERIODO;832.636,44;6,49%;607.645,69;3,90%;648.756,27;4,88%;41.110,58;6,8%;648.756,27;4,88%;330.100,45;0,8299;677.116,91;5,10%;
 ;( - ) IRPJ / CSLL;62.451,50;0,49%;49.644,75;0,32%;56.331,50;0,42%;6.686,75;13,5%;56.331,50;0,42%;56.026,96;0,1409;112.358,46; ;
 ;RESULTADO LIQUIDO;770.184,94;6,01%;558.000,94;3,58%;592.424,77;4,45%;34.423,83;6,2%;592.424,77;4,45%;274.073,49;0,689;564.758,45;4,25%;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;DESPESAS NÃO OPERACIONAIS;306.670,09;2,39%;424.344,00;2,72%;322.119,44;2,42%;102.224,56;-24,09%; ; ;139.988,98;0,3519;160.368,61; ;
 ;PRO LABORE TUBERTINO;34.901,64;0,27%;43.014,38;0,28%;17.206,40;0,13;-25.807,98;149,99%; ; ;38.600,00;0,097;55.806,40; ;
 ;PRO LABORE DIEGO;0,00;0,00%;0,00;0,00%;0,00;0,00%;0,00;-100,00%; ; ;46.201,36;0,1162;46.201,36; ;
 ;PRO LABORE THIAGO;0,00;0,00%;0,00;0,00%;0,00;0,00%;0,00;-100,00%; ; ;27.593,81;0,0694;27.593,81; ;
 ;PRO LABORE PATRICIA;28.332,34;0,22%;20,00;0,00%;0,00;0,00%;-20,00;-100,00%;9.148,40; ;27.593,81;0,0694;27.593,81; ;
 ;PRO LABORE EMPRESA;0,00;0,00%;17.921,77;0,12%;3.173,23;0,02%;-14.748,54;464,78%;1.766.389,26; ;0,00;0;3.173,23; ;
 ;TOTAL;-675,00;-0,01%;673,05;0,00%;0,00;0,00%;-673,05;-100,00%;1.757.240,86; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( + ) ENTRADAS;0,00;0,00%;673,05;0,00%;4.088,15;0,03%;3.415,10;-83,54%; ; ; ;; ; ;
 ;CHEQUES DEVOLVIDOS - ( - ) RECEBIDOS;675,00;0,01%;0,00;0,00%;4.088,15;0,00%;4.088,15;-100,00%; ; ; ;; ; ;
 ;INVESTIMENTOS REALIZADOS; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;ALUGUÉIS (HOLDING);244.111,11;1,90%;362.714,80;2,33%;301.739,81;1,94%;-60.974,99;-16,81%; ; ; ;; ; ;
 ;RESULTADO  - LUCRO LIQUIDO;463.514,85;3,61%;133.656,94;0,86%;270.305,33;2,03%; ; ; ; ;134.084,51;0,3371;404.389,84;3,04%;
 ;EMPRESTIMOS E FINANCIAMENTOS;197.993,19;1,54%;218.567,41;1,40%;219.744,04;1,65%; ; ; ; ;2.974,91;;222.718,95; ;
 ;RESULTADO  - APÓS PGTO EMPRESTIMOS;265.521,66;2,07%;-84.910,47;-0,54%;50.561,29;0,38%; ; ; ; ;131.109,60;;181.670,89; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV FINANCEIRO; ; ;10.581.004,61;79,56%; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Venda Total;3.875.452,13; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto menos 55/80;3.233.035,16; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 80;207.807,24; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Dpto 55;168.990,17; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;CMV Devol;16.322,91; ; ; ; ; ; ; ; ; ; ;; ; ;
 ;Margem Liquida;3.593.509,65; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
 ; ; ; ; ; ; ; ; ; ; ; ; ;; ; ;
