Financeiro - Controladoria Financeira- Monica;Column1;_1;_2;_3;_4;_5;_6;_7;_8;_9;_10
Unidades:Supermercado;Periodicidade:Mensal;Período:Agosto/2025;;;;;;;;;
 ; ; ; ; ; ; ; ; ; ;;
 ; ;Movimentação Geral;VALOR;P(%); ;Resumo;Movimentação; ; ;;
 ; ; ; ; ; ; ;121953/Depósitos Judiciais - LP;0,00;211512/Multas Trabalhistas;18277,24;
 ; ; ; ; ; ; ;211902/Contra Vale a Pagar;0,00;211513/ICMS ST à Recolher;10897,52;
 ; ; ; ; ; ; ;211910/Multi Facil - Recarga de celular;0,00;211550/Fornec Tribut a Rec;469,85;
 ; ; ; ; ; ; ;211911/Corresp. Bancário;0,00;211601/Funrural a Recolher;5326,32;
 ; ; ; ; ; ; ;211925/Acordos Com a Apropriar;0,00;211602/IRRF a Recolher;19291,56;
 ; ; ; ; ; ; ;211945/Cheques P/Pgto.;22.104,44;211603/ISSQN a Recolher;487,98;
 ; ; ; ; ; ; ;211946/Outras Contas a Pagar;0,00;211604/Pis/Cofins/Csll a Recolher;2403,64;
 ; ; ; ; ; ; ;214304( - ) Juros  Aracredi;8.028,73;211605/INSS Retido a Recolher;2683,95;
 ; ; ; ; ; ; ;214306( - ) Juros Safra;14.474,69;211901/Devolução de Vendas a Pagar;11044,18;
 ; ; ; ; ; ; ;313101/Juros Recebidos;973,55;211902/Contra Vale a Pagar;309,6;
 ; ; ; ; ; ; ;313102/Descontos Obtidos;5.342,12;211903/Adiant. de Clientes;285300,58;
 ; ; ; ; ; ; ;313105/Rend. Aplic. Financeira;11.029,87;211905/Créd Trocas/Boni Inden;7563,71;
 ; ; ; ; ; ; ;313106/Bônus Correspondente Bancário;41,73;211910/Multi Facil - Recarga de celular;0;
 ; ; ; ; ; ; ;313203/Receitas Eventuais;3,30;211911/Corresp. Bancário;53600,64;
 ; ; ; ; ; ; ;313204/Sobra de Cx Fech;0,00;211913/Alugueis a Pagar;50000;
 ; ; ; ; ; ; ;313206/Acordo Comerc - Verbas;42.569,22;211914/Convênios Terceiros - Folha de Pagamento;50601,24;
 ; ; ; ; ; ; ;313208/Ganho Recarga;269,60;211915/Vale - Cesta Alimentação;97,94;
 ; ; ; ; ; ; ;313209/SOBRA CEASA;0,00;211916/Repasse Recarga de celular;11087;
 ; ; ; ; ; ; ;331110/Encargos Sociais - INSS;1,05;211917/Vale Cesta - Consolidado;0;
